dir,local_ip,lp,mod,nm,prod,productId,protocol,ref,remote_ip,rp,sigid,sigwid,timestamp,ua,url,company_name,cust_id,last_vdb_timestamp,machine_type,os_arch,os_id,os_name,pkhash,product_name,product_version,sp_major_version,sp_minor_version,trial_copy,vdb_timestamp,vertical_id,city_name,country_name,real_region_name,data_valid
in,110.17.177.201,734034,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt4,SMB,,5.79.195.199,47548,30735,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,18b5888e24780e7e53de25b840d43521,"09 February, 2019 (07:51:32)",DESKTOP,64Bit,50037,Windows Server 2012 64 bit,cbfae2d2526b8baa08c90b27ec5324bc,qhpname3,qhpver0,0,0,0,"10 February, 2019 (07:49:05)",finance,city-1,country4,region-1,1
in,139.326.92.112,734034,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt9,SMB,,236.207.92.112,63489,31780,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,5ab706af266b8666626843e0cde1044d,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,70c0b66d0c094a87ea990cfe33188b2d,qhpname7,qhpver0,1,0,0,"03 March, 2019 (08:09:50)",bollywood,city-1,country4,region-1,0
in,158.666.92.112,445,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt9,SMB,,236.207.92.112,63486,31780,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,6143e30c6bd3bab0385854f022cd0348,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,e04e5dd33974b083f8e012ec4d8732d6,qhpname7,qhpver0,1,0,0,"03 March, 2019 (08:09:50)",finance,city-1,country4,region-1,0
in,199.666.92.112,445,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt9,SMB,,236.207.92.112,63487,31780,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,0cd17629fa214ac61a768b1ada1219dc,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,cdf75cf792886c4b65fe92ef6f440e3f,qhpname7,qhpver0,0,0,0,"03 March, 2019 (08:09:50)",defence,city-1,country4,region-1,0
in,20.10.177.201,445,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt8,SMB,,198.182.174.131,60527,31780,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,7ceb4972de5cac1dc5c17fa1ddbfbd,"02 March, 2019 (08:03:05)",DESKTOP,32Bit,50032,Windows 7,fe42b19fef0f051b689864dba4611dd8,qhpname5,qhpver0,0,0,0,"03 March, 2019 (08:09:34)",bollywood,city56,country4,region33,1
in,42.179.777.201,445,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt2,SMB,,82.179.177.921.,60705,31780,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,974b741566159dfc9380af57c49f4580,"02 March, 2019 (08:03:05)",DESKTOP,64Bit,50033,Windows 7 64 bit,68f8d5dd95f695441dcd6889e01b074e,qhpname4,qhpver0,1,0,0,"03 March, 2019 (08:09:34)",manufacturing,city54,country4,region7,0
in,45.179.177.201,734034,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt2,SMB,,82.179.177.921.,60660,31780,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,974b741566159dfc9380af57c49f4580,"02 March, 2019 (08:03:05)",DESKTOP,64Bit,50033,Windows 7 64 bit,68f8d5dd95f695441dcd6889e01b074e,qhpname4,qhpver0,1,0,0,"03 March, 2019 (08:09:34)",it,city54,country4,region7,0
in,221.19.29.811.,734034,blk,SMB/CVE-2008-4250.WIN!VD.64,WIN,qhpdt8,SMB,,223.19.29.181,4020,64,qhcltr5,2019-03-04T06:27:25.000Z,,,qhcomp1,49061e6aee45affb038f359adcb1820b,"28 February, 2019 (10:52:05)",DESKTOP,32Bit,50016,Windows XP Professional,a0fcd07b563ba527b0ebe862af81447f,qhpname5,qhpver0,3,0,0,"03 March, 2019 (08:09:34)",bollywood,city56,country4,region33,0
in,221.19.29.811.,445,blk,SMB/CVE-2008-4250.WIN!VD.64,WIN,qhpdt8,SMB,,235.19.29.181,3209,64,qhcltr5,2019-03-04T06:27:25.000Z,,,qhcomp1,49061e6aee45affb038f359adcb1820b,"28 February, 2019 (10:52:05)",DESKTOP,32Bit,50016,Windows XP Professional,a0fcd07b563ba527b0ebe862af81447f,qhpname5,qhpver0,3,0,0,"03 March, 2019 (08:09:34)",educational,city56,country4,region33,0
in,221.19.29.811.,445,blk,SMB/CVE-2008-4250.WIN!VD.64,WIN,qhpdt8,SMB,,247.19.29.181,4887,64,qhcltr5,2019-03-04T06:27:25.000Z,,,qhcomp1,49061e6aee45affb038f359adcb1820b,"28 February, 2019 (10:52:05)",DESKTOP,32Bit,50016,Windows XP Professional,a0fcd07b563ba527b0ebe862af81447f,qhpname5,qhpver0,3,0,0,"03 March, 2019 (08:09:34)",it,city56,country4,region33,0
in,109.999.177.201,94444,blk,jjjjjjjjjjjjjjjjjjj,,qhpdt9,,,10.195.154.98,414811,,qhcltr-1,2019-03-04T06:27:25.000Z,,,qhcomp1,8435d926acff7568edb434b5abdd917a,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,df4c090f2a82fc8323f90bb6ee374c19,qhpname7,qhpver0,1,0,0,"03 March, 2019 (08:09:50)",educational,city-1,country4,region-1,0
in,113.11.177.201,94444,blk,jjjjjjjjjjjjjjjjjjj,,qhpdt4,,,35.183.149.203,56824,,qhcltr-1,2019-03-04T06:27:25.000Z,,,qhcomp1,aba630477ff23c2df39e01d7b247d800,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50040,Windows Server 2012 R2 64 bit,ddea43f3e27e4b9647318d0459473d1b,qhpname3,qhpver0,0,0,0,"03 March, 2019 (08:09:50)",defence,city-1,country4,region-1,0
in,127.9.177.201,445,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,,133.9.177.921.,51727,1912,qhcltr0,2019-03-04T06:27:25.000Z,,,qhcomp1,f1b44715f32ebee8fed632ea5620e70c,"02 March, 2019 (08:03:05)",DESKTOP,64Bit,50033,Windows 7 64 bit,6e8ba35b7581ebdb58895178571f25f7,qhpname6,qhpver0,1,0,0,"03 March, 2019 (08:09:34)",educational,city155,country4,region28,0
in,17.10.104.68,445,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt6,SMB,,101.61.9.147,54399,1912,qhcltr0,2019-03-04T06:27:25.000Z,,,qhcomp1,91b7c3f912b0ce79c854110e51379ddd,"02 March, 2019 (08:03:05)",DESKTOP,32Bit,50032,Windows 7,d035b1267611e4faaed146d73d41d4e8,qhpname6,qhpver0,1,0,0,"03 March, 2019 (08:09:34)",healthcare,city165,country4,region26,1
in,197.329.92.112,445,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt9,SMB,,227.45.199.56,60930,30735,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,9aeab53d81709dc221dace365f085d7b,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,235c63ddef6540a09a6b8cbf15a7efb2,qhpname7,qhpver0,0,0,0,"03 March, 2019 (08:09:50)",finance,city-1,country4,region-1,0
in,114.109.177.201,445,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt6,SMB,,67.133.253.213,3952,30735,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,242c5c401291c3ad3f6efff2c23c9392,"02 March, 2019 (07:48:05)",LAPTOP,64Bit,50033,Windows 7 64 bit,30048962a5e5693f0592bc079875372b,qhpname6,qhpver0,1,0,0,"03 March, 2019 (07:54:34)",bollywood,city117,country8,region4,1
in,110.17.177.201,445,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt4,SMB,,5.79.195.199,47548,30735,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,18b5888e24780e7e53de25b840d43521,"09 February, 2019 (07:51:32)",DESKTOP,64Bit,50037,Windows Server 2012 64 bit,cbfae2d2526b8baa08c90b27ec5324bc,qhpname3,qhpver0,0,0,0,"10 February, 2019 (07:49:05)",manufacturing,city-1,country4,region-1,1
in,139.6.92.112,734034,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt9,SMB,,236.207.92.112,63489,31780,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,5ab706af266b8666626843e0cde1044d,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,70c0b66d0c094a87ea990cfe33188b2d,qhpname7,qhpver0,1,0,0,"03 March, 2019 (08:09:50)",defence,city-1,country4,region-1,1
in,158.329.92.112,734034,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt9,SMB,,236.207.92.112,63486,31780,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,6143e30c6bd3bab0385854f022cd0348,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,e04e5dd33974b083f8e012ec4d8732d6,qhpname7,qhpver0,1,0,0,"03 March, 2019 (08:09:50)",it,city-1,country4,region-1,0
in,199.6.92.112,734034,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt9,SMB,,236.207.92.112,63487,31780,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,0cd17629fa214ac61a768b1ada1219dc,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,cdf75cf792886c4b65fe92ef6f440e3f,qhpname7,qhpver0,0,0,0,"03 March, 2019 (08:09:50)",educational,city-1,country4,region-1,1
in,20.10.177.201,445,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt8,SMB,,198.182.174.131,60527,31780,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,7ceb4972de5cac1dc5c17fa1ddbfbd,"02 March, 2019 (08:03:05)",DESKTOP,32Bit,50032,Windows 7,fe42b19fef0f051b689864dba4611dd8,qhpname5,qhpver0,0,0,0,"03 March, 2019 (08:09:34)",manufacturing,city56,country4,region33,1
in,42.179.177.201,445,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt2,SMB,,82.179.177.921.,60705,31780,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,974b741566159dfc9380af57c49f4580,"02 March, 2019 (08:03:05)",DESKTOP,64Bit,50033,Windows 7 64 bit,68f8d5dd95f695441dcd6889e01b074e,qhpname4,qhpver0,1,0,0,"03 March, 2019 (08:09:34)",fmcg,city54,country4,region7,0
in,45.179.177.201,445,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt2,SMB,,82.179.177.921.,60660,31780,qhcltr4,2019-03-04T06:27:25.000Z,,,qhcomp1,974b741566159dfc9380af57c49f4580,"02 March, 2019 (08:03:05)",DESKTOP,64Bit,50033,Windows 7 64 bit,68f8d5dd95f695441dcd6889e01b074e,qhpname4,qhpver0,1,0,0,"03 March, 2019 (08:09:34)",government,city54,country4,region7,0
in,221.19.29.811.,445,blk,SMB/CVE-2008-4250.WIN!VD.64,WIN,qhpdt8,SMB,,223.19.29.181,4020,64,qhcltr5,2019-03-04T06:27:25.000Z,,,qhcomp1,49061e6aee45affb038f359adcb1820b,"28 February, 2019 (10:52:05)",DESKTOP,32Bit,50016,Windows XP Professional,a0fcd07b563ba527b0ebe862af81447f,qhpname5,qhpver0,3,0,0,"03 March, 2019 (08:09:34)",educational,city56,country4,region33,0
in,221.19.29.811.,445,blk,SMB/CVE-2008-4250.WIN!VD.64,WIN,qhpdt8,SMB,,235.19.29.181,3209,64,qhcltr5,2019-03-04T06:27:25.000Z,,,qhcomp1,49061e6aee45affb038f359adcb1820b,"28 February, 2019 (10:52:05)",DESKTOP,32Bit,50016,Windows XP Professional,a0fcd07b563ba527b0ebe862af81447f,qhpname5,qhpver0,3,0,0,"03 March, 2019 (08:09:34)",manufacturing,city56,country4,region33,0
in,221.19.29.811.,445,blk,SMB/CVE-2008-4250.WIN!VD.64,WIN,qhpdt8,SMB,,247.19.29.181,4887,64,qhcltr5,2019-03-04T06:27:25.000Z,,,qhcomp1,49061e6aee45affb038f359adcb1820b,"28 February, 2019 (10:52:05)",DESKTOP,32Bit,50016,Windows XP Professional,a0fcd07b563ba527b0ebe862af81447f,qhpname5,qhpver0,3,0,0,"03 March, 2019 (08:09:34)",defence,city56,country4,region33,0
in,111.10.177.201,445,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt10,SMB,,194.244.199.122,14490,1912,qhcltr0,2019-03-04T06:27:26.000Z,,,qhcomp1,c030e01c36c1d51690213b6119fa8348,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,961be418e2a00f358ab7013347b9a398,qhpname7,qhpver1,0,0,0,"03 March, 2019 (08:09:50)",finance,city75,country4,region27,1
in,20.10.177.201,69343,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,,59.38.7.187,64809,1912,qhcltr0,2019-03-04T06:27:26.000Z,,,qhcomp1,4b993ccdfb8faacfbb4a4cda5c8a77c7,"02 March, 2019 (08:03:05)",DESKTOP,64Bit,50033,Windows 7 64 bit,ce7bc4c37bd4f764110bf24d7b0fb853,qhpname4,qhpver0,1,0,0,"03 March, 2019 (08:09:34)",manufacturing,city44,country4,region25,1
in,174.10.177.201,69343,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt3,SMB,,164.10.177.921.,57694,1912,qhcltr0,2019-03-04T06:27:26.000Z,,,qhcomp1,001103a93bd29ef4d6051dca486c065c,"01 March, 2019 (13:00:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,0fce92468c1d46616da5e67655342e83,qhpname4,qhpver1,1,0,1,"03 March, 2019 (08:09:50)",fmcg,city144,country4,region26,0
in,106.10.177.201,445,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt9,SMB,,144.10.177.921.,56488,1912,qhcltr0,2019-03-04T06:27:26.000Z,,,qhcomp1,594997f2b7d6a3af041eafafcb59ebdb,"02 March, 2019 (08:03:25)",DESKTOP,32Bit,50032,Windows 7,1e21b2e079fb5fc47636874eb9e3d5c9,qhpname7,qhpver0,1,0,0,"03 March, 2019 (08:09:50)",manufacturing,city156,country4,region39,0
in,202.11.177.201,445,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt3,SMB,,176.11.177.921.,57888,1912,qhcltr0,2019-03-04T06:27:26.000Z,,,qhcomp1,001103a93bd29ef4d6051dca486c065c,"01 March, 2019 (13:00:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,0fce92468c1d46616da5e67655342e83,qhpname4,qhpver1,1,0,1,"03 March, 2019 (08:09:50)",manufacturing,city144,country4,region26,0
in,202.30.177.201,69343,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,,18.30.177.921.,50570,1912,qhcltr0,2019-03-04T06:27:26.000Z,,,qhcomp1,4236892fad51a0c52b02b320c0dfb400,"28 February, 2019 (10:52:05)",DESKTOP,64Bit,50033,Windows 7 64 bit,fad9a46d5c544d9a887f2796e710246e,qhpname4,qhpver0,0,0,0,"03 March, 2019 (08:09:34)",it,city208,country4,region14,0
in,128.16.177.201,69343,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt10,SMB,,220.16.177.921.,49727,1912,qhcltr0,2019-03-04T06:27:26.000Z,,,qhcomp1,17f8834ddcc81178bde02738151ad0fe,"02 March, 2019 (08:03:25)",DESKTOP,32Bit,50032,Windows 7,f7396b3d3764b4e8981b78ed39df87d7,qhpname7,qhpver1,0,0,1,"03 March, 2019 (08:09:50)",it,city-1,country4,region-1,0
in,168.329.92.112,445,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt9,SMB,,133.186.12.921.,50899,30735,qhcltr4,2019-03-04T06:27:26.000Z,,,qhcomp1,ca69abf356baaf3b4c7ca8a03b7063ae,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,ef8320d3b410e28df8a56672805440fd,qhpname7,qhpver0,1,0,0,"03 March, 2019 (08:09:50)",fmcg,city-1,country4,region-1,0
in,12.9.177.201,445,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt10,SMB,,110.174.154.19,56114,30735,qhcltr4,2019-03-04T06:27:26.000Z,,,qhcomp1,8f7014fd22436b13974c2b0c66444dce,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,e09b3cd811a6ad50f40e60d6c1e67793,qhpname7,qhpver1,1,0,1,"03 March, 2019 (08:09:50)",educational,city96,country4,region34,1
in,37.19.177.201,445,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt10,SMB,,69.19.177.921.,49667,31780,qhcltr4,2019-03-04T06:27:26.000Z,,,qhcomp1,fcfed9c8e1604a8016bd27b6301fffa0,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,7773b656f3b53f3a755e161578c1a964,qhpname7,qhpver1,0,0,0,"03 March, 2019 (08:09:50)",bollywood,city36,country4,region20,0
in,128.16.177.201,445,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt10,SMB,,63.17.177.921.,52495,31780,qhcltr4,2019-03-04T06:27:26.000Z,,,qhcomp1,17f8834ddcc81178bde02738151ad0fe,"02 March, 2019 (08:03:25)",DESKTOP,32Bit,50032,Windows 7,f7396b3d3764b4e8981b78ed39df87d7,qhpname7,qhpver1,0,0,1,"03 March, 2019 (08:09:50)",it,city-1,country4,region-1,0
in,111.10.177.201,445,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt10,SMB,,194.244.199.122,14490,1912,qhcltr0,2019-03-04T06:27:26.000Z,,,qhcomp1,c030e01c36c1d51690213b6119fa8348,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,961be418e2a00f358ab7013347b9a398,qhpname7,qhpver1,0,0,0,"03 March, 2019 (08:09:50)",educational,city75,country4,region27,1
in,20.10.177.201,69343,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,,59.38.7.187,64809,1912,qhcltr0,2019-03-04T06:27:26.000Z,,,qhcomp1,4b993ccdfb8faacfbb4a4cda5c8a77c7,"02 March, 2019 (08:03:05)",DESKTOP,64Bit,50033,Windows 7 64 bit,ce7bc4c37bd4f764110bf24d7b0fb853,qhpname4,qhpver0,1,0,0,"03 March, 2019 (08:09:34)",fmcg,city44,country4,region25,1
in,174.10.177.201,69343,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt3,SMB,,164.10.177.921.,57694,1912,qhcltr0,2019-03-04T06:27:26.000Z,,,qhcomp1,001103a93bd29ef4d6051dca486c065c,"01 March, 2019 (13:00:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,0fce92468c1d46616da5e67655342e83,qhpname4,qhpver1,1,0,1,"03 March, 2019 (08:09:50)",healthcare,city144,country4,region26,0
in,106.10.177.201,445,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt9,SMB,,144.10.177.921.,56488,1912,qhcltr0,2019-03-04T06:27:26.000Z,,,qhcomp1,594997f2b7d6a3af041eafafcb59ebdb,"02 March, 2019 (08:03:25)",DESKTOP,32Bit,50032,Windows 7,1e21b2e079fb5fc47636874eb9e3d5c9,qhpname7,qhpver0,1,0,0,"03 March, 2019 (08:09:50)",educational,city156,country4,region39,0
in,202.11.177.201,445,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt3,SMB,,176.11.177.921.,57888,1912,qhcltr0,2019-03-04T06:27:26.000Z,,,qhcomp1,001103a93bd29ef4d6051dca486c065c,"01 March, 2019 (13:00:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,0fce92468c1d46616da5e67655342e83,qhpname4,qhpver1,1,0,1,"03 March, 2019 (08:09:50)",manufacturing,city144,country4,region26,0
in,202.30.177.201,445,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt2,SMB,,18.30.177.921.,50570,1912,qhcltr0,2019-03-04T06:27:26.000Z,,,qhcomp1,4236892fad51a0c52b02b320c0dfb400,"28 February, 2019 (10:52:05)",DESKTOP,64Bit,50033,Windows 7 64 bit,fad9a46d5c544d9a887f2796e710246e,qhpname4,qhpver0,0,0,0,"03 March, 2019 (08:09:34)",educational,city208,country4,region14,0
in,128.16.177.201,69343,blk,SMB/CVE-2017-0147-EC.WIN!KP.1912,WIN,qhpdt10,SMB,,220.16.177.921.,49727,1912,qhcltr0,2019-03-04T06:27:26.000Z,,,qhcomp1,17f8834ddcc81178bde02738151ad0fe,"02 March, 2019 (08:03:25)",DESKTOP,32Bit,50032,Windows 7,f7396b3d3764b4e8981b78ed39df87d7,qhpname7,qhpver1,0,0,1,"03 March, 2019 (08:09:50)",fmcg,city-1,country4,region-1,0
in,168.6.92.112,69343,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt9,SMB,,133.186.12.921.,50899,30735,qhcltr4,2019-03-04T06:27:26.000Z,,,qhcomp1,ca69abf356baaf3b4c7ca8a03b7063ae,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,ef8320d3b410e28df8a56672805440fd,qhpname7,qhpver0,1,0,0,"03 March, 2019 (08:09:50)",government,city-1,country4,region-1,0
in,12.9.177.201,445,blk,SMB/Autoblue.UN!SP.30735,UN,qhpdt10,SMB,,110.174.154.19,56114,30735,qhcltr4,2019-03-04T06:27:26.000Z,,,qhcomp1,8f7014fd22436b13974c2b0c66444dce,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,e09b3cd811a6ad50f40e60d6c1e67793,qhpname7,qhpver1,1,0,1,"03 March, 2019 (08:09:50)",defence,city96,country4,region34,1
in,37.19.177.201,445,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt10,SMB,,69.19.177.921.,49667,31780,qhcltr4,2019-03-04T06:27:26.000Z,,,qhcomp1,fcfed9c8e1604a8016bd27b6301fffa0,"02 March, 2019 (08:03:25)",DESKTOP,64Bit,50033,Windows 7 64 bit,7773b656f3b53f3a755e161578c1a964,qhpname7,qhpver1,0,0,0,"03 March, 2019 (08:09:50)",educational,city36,country4,region20,0
in,128.16.177.201,445,blk,SMB/EternalBlue.UN!SP.31780,UN,qhpdt10,SMB,,63.17.177.921.,52495,31780,qhcltr4,2019-03-04T06:27:26.000Z,,,qhcomp1,17f8834ddcc81178bde02738151ad0fe,"02 March, 2019 (08:03:25)",DESKTOP,32Bit,50032,Windows 7,f7396b3d3764b4e8981b78ed39df87d7,qhpname7,qhpver1,0,0,1,"03 March, 2019 (08:09:50)",fmcg,city-1,country4,region-1,0
